,,,"0,  SMILE","eco-indicator 99, (H,A):ecosystem quality:total","1,  AtomNum_no_H","2,  AtomNum_H","3,  BalabanJ","4,  BertzCT","5,  Ipc","6,  HallKierAlpha","7,  Kappa1","8,  Kappa2","9,  Kappa3","10,  Chi0","11,  Chi0n","12,  Chi0v","13,  Chi1","14,  Chi1n","15,  Chi1v","16,  Chi2n","17,  Chi2v","18,  Chi3n","19,  Chi3v","20,  Chi4n","21,  Chi4v","22,  MolLogP","23,  MolMR","24,  MolWt","25,  ExactMolWt","26,  HeavyAtomCount","27,  HeavyAtomMolWt","28,  NHOHCount","29,  NOCount","30,  NumHAcceptors","31,  NumHDonors","32,  NumHeteroatoms","33,  NumRotatableBonds","34,  NumValenceElectrons","35,  CalcNumAmideBonds","36,  CalcNumAromaticRings","37,  CalcNumRings","38,  CalcNumSaturatedRings","39,  CalcNumAliphaticRings","40,  CalcNumAromaticCarbocycles","41,  CalcNumAromaticHeterocycles","42,  CalcNumHeterocycles","43,  CalcNumSaturatedCarbocycles","44,  CalcNumSaturatedHeterocycles","45,  CalcNumAliphaticCarbocycles","46,  CalcNumAliphaticHeterocycles","47,  RingCount","48,  FractionCSP3","49,  CalcNumSpiroAtoms","50,  CalcNumBridgeheadAtoms","51,  TPSA","52,  LabuteASA","53,  PEOE_VSA1","54,  PEOE_VSA2","55,  PEOE_VSA3","56,  PEOE_VSA4","57,  PEOE_VSA5","58,  PEOE_VSA6","59,  PEOE_VSA7","60,  PEOE_VSA8","61,  PEOE_VSA9","62,  PEOE_VSA10","63,  PEOE_VSA11","64,  PEOE_VSA12","65,  PEOE_VSA13","66,  PEOE_VSA14","67,  SMR_VSA1","68,  SMR_VSA2","69,  SMR_VSA3","70,  SMR_VSA4","71,  SMR_VSA5","72,  SMR_VSA6","73,  SMR_VSA7","74,  SMR_VSA8","75,  SMR_VSA9","76,  SMR_VSA10","77,  SlogP_VSA1","78,  SlogP_VSA2","79,  SlogP_VSA3","80,  SlogP_VSA4","81,  SlogP_VSA5","82,  SlogP_VSA6","83,  SlogP_VSA7","84,  SlogP_VSA8","85,  SlogP_VSA9","86,  SlogP_VSA10","87,  SlogP_VSA11","88,  SlogP_VSA12","89,  EState_VSA1","90,  EState_VSA2","91,  EState_VSA3","92,  EState_VSA4","93,  EState_VSA5","94,  EState_VSA6","95,  EState_VSA7","96,  EState_VSA8","97,  EState_VSA9","98,  EState_VSA10","99,  EState_VSA11","100,  VSA_EState1","101,  VSA_EState2","102,  VSA_EState3","103,  VSA_EState4","104,  VSA_EState5","105,  VSA_EState6","106,  VSA_EState7","107,  VSA_EState8","108,  VSA_EState9","109,  VSA_EState10","110,  CalcPBF","111,  CalcPMI1","112,  CalcPMI2","113,  CalcPMI3","114,  CalcNPR1","115,  CalcNPR2","116,  CalcRadiusOfGyration","117,  CalcInertialShapeFactor","118,  CalcEccentricity","119,  CalcAsphericity","120,  CalcSpherocityIndex","121,  CalcNumHBA","122,  CalcNumHBD","123,  CalcNumLipinskiHBA","124,  CalcNumLipinskiHBD","125,  NumRadicalElectrons"
11101,bromopropane//[RoW] bromopropane production,CC(C)Br,CC(C)Br,0.019481763,4,7,2.323790008,8,3.245112498,0.48,4.48,1.767356322,23.57722222,3.577350269,2.955314742,4.541311281,1.732050808,1.372918429,2.288593957,1.01378605,2.845137107,0,0,0,0,1.7897,24.063,122.993,121.9731123,4,115.937,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.33668286,0,0,0,0,0,29.7774183,0,4.82717407,0,0,0,0,0,0,0,0,0,0,18.67464847,0,0,0,0,15.9299439,0,4.82717407,0,0,13.8474744,0,0,0,0,0,0,15.9299439,0,0,4.82717407,0,0,0,0,29.7774183,0,0,0,0,0,0,0,0,0,0,0,4.8125,0,0,18.01623508,46.14916574,64.16540083,0.280778034,0.719221966,0.743942597,0.039920769,0.959772731,0.394174811,0,0,0,0,0,0
11102,bronze//[RoW] bronze production,[Cu].[Sn],[Cu].[Sn],1.1515322,2,0,0,2,0,1.318181818,10.26229597,2.318181818,0.076802508,0,0.801511345,4.597265087,0,0,0,0,0,0,0,0,0,-0.3833,5.754,182.257,182.8317922,2,182.257,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.04258088,0,0,0,0,0,0,0,40.97625788,0,0,0,0,0,0,17.06867815,0,0,0,0,0,0,0,0,23.90757972,0,23.90757972,17.06867815,0,0,0,0,0,0,0,0,0,0,40.97625788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.6872248,258.6872248,0,1,1.191366495,0,1,1,0,0,0,0,0,4
11109,butadiene//[RoW] butadiene production,C=CC=C,C=CC=C,0.001346313,4,6,2.732050808,21.01955001,6.854752972,-0.52,3.48,2.48,1.48,3.414213562,2.568914101,2.568914101,1.914213562,1.149829914,1.149829914,0.471404521,0.471404521,0.166666667,0.166666667,0,0,1.3584,20.394,54.092,54.04695019,4,48.044,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.45487131,0,0,0,0,0,25.30991158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.30991158,0,0,0,0,0,0,0,0,25.30991158,0,0,0,0,0,0,0,0,0,0,0,12.15204021,0,13.15787137,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2.368833438,45.6756523,48.04448574,0.049305001,0.950694999,1.000005055,0.401334675,0.998783769,0.859377945,0,0,0,0,0,0
15689,butane//[RoW] natural gas production,CCCC,CCCC,0.001016851,4,10,1.974744871,2,6.854752972,0,4,3,2,3.414213562,3.414213562,3.414213562,1.914213562,1.914213562,1.914213562,1,1,0.5,0.5,0,0,1.8064,20.582,58.124,58.07825032,4,48.044,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.83407737,0,0,0,0,0,26.68911765,0,0,0,0,0,0,0,0,0,0,0,0,26.68911765,0,0,0,0,0,0,0,0,0,26.68911765,0,0,0,0,0,0,0,0,0,0,0,12.84164325,0,0,13.8474744,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2.368833438,45.6756523,48.04448574,0.049305001,0.950694999,1.000005055,0.401334675,0.998783769,0.859377945,0,0,0,0,0,0
11110,"butane-1,4-diol//[RoW] butane-1,4-diol production",C(CCO)CO,OCCCCO,0.021134412,6,10,2.339092315,17.509775,20.98630086,-0.08,5.92,4.92,3.92,4.828427125,3.722854316,3.722854316,2.914213562,2.132455532,2.132455532,1.154320377,1.154320377,0.566227766,0.566227766,0.223606798,0.223606798,-0.2488,23.4056,90.122,90.06807956,6,80.042,2,2,2,2,2,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.46,37.42254488,10.21305479,0,0,0,0,0,12.84164325,13.21376393,0,0,0,0,0,0,10.21305479,0,0,0,12.84164325,13.21376393,0,0,0,0,0,23.42681872,0,0,12.84164325,0,0,0,0,0,0,0,0,13.21376393,0,12.84164325,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,0,18,0,0,4.232876638,195.8040134,200.03689,0.02116048,0.97883952,1.58086972,0.231246881,0.999776092,0.937861857,0,2,2,2,2,0
11111,"butene, mixed//[RoW] butene production, mixed",CCC=C,C=CCC,0.001403025,4,8,2.296835262,14,6.854752972,-0.26,3.74,2.74,1.74,3.414213562,2.991563832,2.991563832,1.914213562,1.523603362,1.523603362,0.696923425,0.696923425,0.288675135,0.288675135,0,0,1.5824,20.488,56.108,56.06260026,4,48.044,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,27.14447434,0,0,0,0,6.578935684,12.99975731,6.420821623,0,0,0,0,0,0,0,0,0,0,0,13.34455882,0,12.65495579,0,0,0,0,0,0,0,13.34455882,12.65495579,0,0,0,0,0,0,0,0,0,6.420821623,0,0,6.076020107,13.50267288,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,2.368833438,45.6756523,48.04448574,0.049305001,0.950694999,1.000005055,0.401334675,0.998783769,0.859377945,0,0,0,0,0,0
11112,butyl acetate//[RoW] butyl acetate production,CCCCOC(=O)C,CCCCOC(C)=O,0.016589521,8,12,2.822354554,68.92878689,48.27551104,-0.53,7.47,4.624559505,5.47,6.405777394,5.437816924,5.437816924,3.77005561,2.904030206,2.904030206,1.693596727,1.693596727,0.803216163,0.803216163,0.36023509,0.36023509,1.3496,31.541,116.16,116.0837296,8,104.064,0,2,2,0,2,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0,26.3,49.83902893,4.736862954,4.794537184,0,0,0,13.34455882,6.420821623,6.9237372,6.606881965,0,0,0,0,5.969305288,9.531400138,0,0,0,26.68911765,6.606881965,0,0,0,5.969305288,0,12.57618725,9.531400138,0,26.68911765,0,0,0,0,0,0,0,0,5.969305288,6.606881965,12.84164325,6.9237372,0,0,11.66060015,0,4.794537184,0,0,0,0,0,0,0,0,0,20.66666667,0,0,24.91940737,297.0143084,321.9337158,0.077405398,0.922594602,1.75886689,0.037023136,0.996999701,0.785758593,0,2,0,2,0,0
11113,butyl acrylate//[RoW] butyl acrylate production,CCCCOC(=O)C=C,C=CC(=O)OCCCC,0.016098484,9,12,3.065503379,97.08927323,94.26737929,-0.79,8.21,5.348696255,5.074900257,7.112884175,5.722273975,5.722273975,4.308060412,3.100953631,3.100953631,1.725174842,1.725174842,0.908878596,0.908878596,0.376024148,0.376024148,1.5157,36.064,128.171,128.0837296,9,116.075,0,2,2,0,2,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,26.3,55.51436801,4.736862954,0,4.794537184,0,0,19.92349451,6.420821623,6.076020107,6.606881965,0,0,0,0,5.969305288,9.531400138,0,0,0,19.76538045,6.606881965,12.65495579,0,0,5.969305288,0,12.57618725,9.531400138,0,19.76538045,12.65495579,0,0,0,0,0,0,0,5.969305288,6.606881965,12.84164325,6.076020107,0,6.9237372,11.31579864,0,4.794537184,0,0,0,0,0,0,0,0,0,23.66666667,0,0,25.37646374,404.5008536,429.8773173,0.059031874,0.940968126,1.924433546,0.037080349,0.998256098,0.833358664,0,2,0,2,0,0
1639,butyldiglycol acetate//[GLO] butyldiglycol acetate production,CCCCOCCOCCOC(=O)C,CCCCOCCOCCOC(C)=O,0.01307288,14,20,2.884064615,136.083688,1119.281689,-0.61,13.39,10.47071025,11.39,10.64841808,9.08274063,9.08274063,6.77005561,5.058730745,5.058730745,2.918341598,2.918341598,1.547233099,1.547233099,0.812695886,0.812695886,1.3828,53.179,204.266,204.1361591,14,184.106,0,4,4,0,4,9,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,44.76,85.52588785,14.21058886,4.794537184,0,0,0,13.34455882,6.420821623,13.53061916,19.82064589,6.606881965,0,0,0,5.969305288,19.00512605,0,0,0,26.68911765,33.03440982,0,0,0,5.969305288,0,39.00371511,19.00512605,0,26.68911765,0,0,0,0,0,0,0,0,5.969305288,26.42752786,19.44852521,6.9237372,0,0,11.66060015,9.473725908,4.794537184,0,0,0,0,0,0,0,0,0,33.66666667,0,0,30.90790951,1971.065753,2001.973663,0.015438719,0.984561281,3.297579,0.031854671,0.999880816,0.954398904,0,4,0,4,0,0
11114,"cadmium chloride, semiconductor-grade//[RoW] cadmium chloride production, semiconductor-grade",Cl[Cd]Cl,Cl[Cd]Cl,0.024057069,3,0,1.632993162,2.754887502,2.754887502,1.502077922,4.502077922,3.502077922,3.502077922,2.707106781,1.463035727,7.011203328,1.414213562,0.534522484,10.75705748,0.101015254,6.098678345,0,0,0,0,1.3765,11.706,183.318,183.8410639,3,183.318,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.26362846,0,0,0,0,0,0,0,0,0,0,0,0,0,38.41926444,21.78707511,0,0,0,0,0,0,0,0,16.63218933,0,0,21.78707511,0,0,0,0,0,0,0,0,16.63218933,21.78707511,0,0,0,0,0,0,0,16.63218933,0,0,0,0,0,0,0,0,0,0,9.947777778,0,0,10.87002541,53.17638705,64.04641246,0.169721066,0.830278934,0.591078073,0.076382428,0.985492141,0.577252522,0,0,0,0,0,0
11118,"cadmium sulfide, semiconductor-grade//[RoW] cadmium sulfide production, semiconductor-grade",S=[Cd],S=[Cd],0.036277257,2,0,2,2,2,1.142077922,3.142077922,2.142077922,0.01767492,2,1.115355072,5.968161362,1,0.288675135,5.809475019,0,0,0,0,0,0,0.6457,7.591,144.479,145.8754295,2,144.479,0,0,1,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.37979013,0,0,0,0,0,0,0,0,0,0,0,0,0,32.33038518,23.68393119,0,0,0,0,0,0,0,0,8.64645399,0,0,23.68393119,0,0,0,0,0,0,0,0,8.64645399,0,0,0,23.68393119,0,0,0,8.64645399,0,0,0,0,0,0,0,0,0,0,0,4.253333333,0,0,0,24.94975466,24.94975466,0,1,0.415557166,0,1,1,0,1,0,0,0,0
11119,"cadmium telluride, semiconductor-grade//[RoW] cadmium telluride production, semiconductor-grade",[Cd]=[Te],[Cd]=[Te],0.41730164,2,0,2,2,2,1.711688312,3.711688312,2.711688312,0.295906825,2,1.115355072,7.482029278,1,0.288675135,12.99038106,0,0,0,0,0,0,-0.3833,5.754,240.012,243.8095829,2,240.012,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.28610594,0,0,0,0,0,0,0,0,0,0,0,0,0,37.74989495,20.89724853,0,0,0,0,0,0,0,0,16.85264642,0,16.85264642,20.89724853,0,0,0,0,0,0,0,0,0,0,0,0,20.89724853,0,0,0,16.85264642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.7627252,59.7627252,0,1,0.498997901,0,1,1,0,0,0,0,0,0
11115,"cadmium//[RoW] cadmium production, primary",[Cd],[Cd],0.008105228,1,0,0,0,0,0.922077922,1.922077922,0.006584964,1.260106091,0,0.707106781,4.74341649,0,0,0,0,0,0,0,0,0,-0.0025,0,112.412,113.9033585,1,112.412,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.65102933,0,0,0,0,0,0,0,27.29878549,0,0,0,0,0,0,27.29878549,0,0,0,0,0,0,0,0,0,0,0,27.29878549,0,0,0,0,0,0,0,0,0,0,27.29878549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11122,calcium borates//[RoW] calcium borates production,B([O-])([O-])[O-].B([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2],[Ca+2].[Ca+2].[Ca+2].[O-]B([O-])[O-].[O-]B([O-])[O-],0.001235374,11,0,-1.71E-08,31.2988603,19.96089998,3.669090909,29.31643633,23.46709059,138.2600576,7.154700538,5.725510625,12.35061812,3.464101615,1.414213562,1.414213562,0.577350269,0.577350269,0,0,0,0,-9.038,28.77,237.852,237.8758715,11,237.852,0,6,6,0,11,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.36,154.3478608,30.14413545,14.64242472,0,0,0,0,0,0,0,0,0,0,0,113.2147035,30.14413545,0,0,0,0,0,0,0,0,127.8571282,30.14413545,127.8571282,0,0,0,0,0,0,0,0,0,0,14.64242472,113.2147035,0,0,0,0,0,0,30.14413545,0,0,0,0,0,0,0,0,0,0,44.66666667,0,0,63.2248777,1149.397831,1212.622709,0.052138952,0.947861048,2.25792465,0.0149919,0.99863984,0.851738554,0,6,0,6,0,0
11123,"calcium carbide, technical grade//[RoW] calcium carbide production, technical grade",C#C.[Ca],C#C.[Ca],0.015430892,3,2,0,7.509775004,2,0.81974026,9.171349325,13.89553851,2.81974026,2,1.86180732,4.070176486,1,0.333333333,0.333333333,0,0,0,0,0,0,-0.1314,15.644,66.116,65.97824104,3,64.1,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.21918653,0,0,0,0,12.84669979,0,0,37.73823451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84669979,37.73823451,0,37.73823451,0,12.84669979,0,0,0,0,0,0,0,0,0,37.73823451,0,0,0,0,0,12.84669979,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4.006167725,143.5763412,147.582509,0.027145275,0.972854725,1.517359297,0.24283924,0.999631499,0.920774774,0,0,0,0,0,2
11124,"calcium carbonate, precipitated//[RoW] calcium carbonate production, precipitated",C(=O)([O-])[O-].[Ca+2],O=C([O-])[O-].[Ca+2],0.007114383,5,0,0,29.87430298,3.245112498,0.52974026,9.106800757,4.52974026,103.2997343,3.577350269,2.431851653,4.640220819,1.732050808,0.612372436,0.612372436,0.25,0.25,0,0,0,0,-2.8278,11.15,100.086,99.94733484,5,100.086,0,3,3,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.19,58.60500863,15.00759197,0,0,0,0,0,6.15536563,0,0,0,0,0,0,37.73823451,15.00759197,0,0,0,0,0,0,0,0,43.89360014,10.21305479,43.89360014,0,0,0,0,0,0,0,4.794537184,0,0,6.15536563,37.73823451,0,0,0,0,0,0,15.00759197,0,0,0,0,0,0,0,0,0,0,22.66666667,0,0,15.99900048,72.11531644,88.11431692,0.181570953,0.818429047,0.938288888,0.051155011,0.983377847,0.554191174,0,3,0,3,0,0
15541,calcium nitrate//[RoW] calcium nitrate production,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ca+2],O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2],0.016065785,9,0,-7.20E-08,69.05865003,19.96089998,-0.34025974,15.86134277,10.6056093,2119.268155,7.154700538,4.051023715,6.259392881,3.464101615,1.095445115,1.095445115,0.447213595,0.447213595,0,0,0,0,-0.859,26.4768,164.086,163.9382267,9,164.086,0,8,6,0,9,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.4,78.29840401,30.64314259,0,0,0,0,0,0,0,10.17323809,0,0,0,0,37.73823451,10.17323809,0,0,0,0,0,30.64314259,0,0,37.73823451,0,47.91147259,0,30.64314259,0,0,0,0,0,0,0,0,10.17323809,37.73823451,0,0,0,0,0,0,30.64314259,0,0,0,0,0,0,0,0,0,0,46,0,0,357.6990205,468.8113503,826.5103708,0.432782253,0.567217747,2.244338655,0.00158574,0.901498487,0.263554676,0,6,0,8,0,0
11127,captan//[RoW] captan production,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,0.020615119,16,8,2.179857529,340.2558237,3867.430124,0.1,12.55415683,4.406909764,2.348289516,11.92228525,8.029466525,11.11374994,7.399665467,4.686117024,6.593407105,3.663675939,7.77732441,2.661925375,4.032467941,1.96335107,3.242161918,2.9135,65.088,300.594,298.9341325,16,292.53,0,3,3,0,7,1,88,2,0,2,1,2,0,0,1,0,1,1,1,2,0.555555556,0,0,37.38,112.2086867,0,9.589074368,4.305215991,0,0,46.95485988,12.84164325,11.94792297,11.83581209,0,0,11.81435946,3.124567919,0,9.589074368,0,4.305215991,11.83581209,15.96621117,0,12.15204021,0,0,58.5651021,0,19.24414337,9.589074368,11.83581209,12.84164325,12.15204021,0,0,0,0,0,46.75074264,3.124567919,23.65017155,24.78956621,4.305215991,0,0,12.15204021,0,34.80281967,9.589074368,0,0,0,0,0,0,0,0,-0.692880763,27.74014361,17.36940382,0,222.7667944,923.4110983,1146.177893,0.194356213,0.805643787,1.979433009,0.003616534,0.980931018,0.530254374,0,3,0,3,0,0
11128,"carbon dioxide, liquid//[RoW] carbon dioxide production, liquid",C(=O)=O,O=C=O,0.003638916,3,0,3.265986324,23.77443751,2.754887502,-0.62,2.38,1.38,1.38,2.707106781,1.316496581,1.316496581,1.414213562,0.40824829,0.40824829,0.083333333,0.083333333,0,0,0,0,-0.5835,5.007,44.009,43.98982924,3,44.009,0,2,2,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.14,17.06229523,0,0,0,9.589074368,0,0,0,0,0,0,0,0,0,6.151499423,9.589074368,0,0,0,0,0,0,0,0,6.151499423,0,6.151499423,9.589074368,0,0,0,0,0,0,0,0,0,0,6.151499423,0,0,0,0,0,0,9.589074368,0,0,0,0,0,0,0,0,0,0,16.5,0,0,3.11E-14,31.99659521,31.99659521,9.71E-16,1,0.852670295,0,1,1,0,2,0,2,0,0
1674,carbon disulfide//[GLO] carbon disulfide production,C(=S)=S,S=C=S,0.004366925,3,0,3.265986324,23.77443751,2.754887502,0.22,3.22,2.22,2.22,2.707106781,1.316496581,2.949489743,1.414213562,0.40824829,1.224744871,0.083333333,0.75,0,0,0,0,1.0181,20.189,76.145,75.944142,3,76.145,0,0,2,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.45681152,0,0,0,0,0,0,24.43574689,4.314144168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.74989105,0,4.314144168,0,0,0,0,0,0,0,0,0,24.43574689,0,0,0,0,0,0,4.314144168,24.43574689,0,0,0,0,0,0,0,0,0,0,1.916666667,0,7.916666667,0,3.84E-14,64.13118435,64.13118435,5.99E-16,1,0.917727899,0,1,1,0,2,0,0,0,0
11129,carbon monoxide//[RoW] carbon monoxide production,[C-]#[O+],[C-]#[O+],0.010916801,2,0,3,6.754887502,2,-0.26,1.74,0.74,-6.106153846,2,0.90824829,0.90824829,1,0.204124145,0.204124145,0,0,0,0,0,0,-0.03751,3.9295,28.01,27.99491462,2,28.01,0,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,12.61969834,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3025385,4.652174825,0,0,0,0,0,6.650363675,0,0,0,0,0,4.652174825,6.650363675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.650363675,4.652174825,0,0,0,0,0,0,0,0,0,7.5,4.5,0,0,0,6.860549411,6.860549411,0,1,0.494906199,0,1,1,0,0,0,1,0,0
11130,carbon tetrachloride//[RoW] carbon tetrachloride production,C(Cl)(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,0.005107926,5,0,3.023715784,19.11941548,3.609640474,1.16,6.16,1.741848257,38.29198573,4.5,2.011857892,5.035573676,2,0.755928946,2.267786838,0.428571429,3.857142857,0,0,0,0,2.5529,26.143,153.823,151.8754107,5,153.823,0,0,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49.95231594,0,0,0,0,0,46.40375956,0,0,0,0,0,0,3.251717758,0,0,0,0,0,3.251717758,0,0,0,0,46.40375956,0,3.251717758,0,0,0,0,0,0,0,0,0,46.40375956,3.251717758,0,0,0,0,0,0,0,46.40375956,0,0,0,0,0,0,0,0,0,-1.611111111,0,19.30555556,0,70.90287916,70.90288761,141.8057668,0.49999997,0.50000003,0.960143857,0.0070519,0.866025421,0.25,0,0,0,0,0,0
10595,"carboxymethyl cellulose, powder//[RoW] carboxymethyl cellulose production, powder",CC(=O)[O-].C(C(C(C(C(C=O)O)O)O)O)O.[Na+],CC(=O)[O-].O=CC(O)C(O)C(O)C(O)CO.[Na+],0.0340654,17,15,-3.40E-07,207.7018595,1510.861155,-0.06,22.14952885,12.39831597,12.19094103,13.30096491,9.554670976,11.55467098,7.272162028,4.2345555,4.2345555,2.849363678,2.849363678,1.420530119,1.420530119,0.6181226,0.6181226,-7.6186,47.858,262.19,262.0664617,17,247.07,5,8,8,5,9,5,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,158.35,119.8015233,40.22823874,0,0,0,0,0,6.9237372,5.969305288,6.606881965,24.41586555,6.286160523,0,0,29.55728603,69.78552477,0,0,0,31.33960275,6.606881965,0,0,0,12.25546581,34.66381343,68.8108503,9.589074368,0,6.9237372,0,0,0,0,0,0,0,36.9920528,35.84344656,0,6.9237372,0,0,0,0,35.43370155,4.794537184,0,0,0,0,0,0,0,0,0,63.5,0,0,570.2802552,1285.963474,1856.243729,0.307222724,0.692777276,2.740990259,0.001214801,0.95163764,0.361489234,0,8,5,8,5,0
11205,chlorine dioxide//[RoW] chlorine dioxide production,O=Cl[O],[O][Cl+][O-],0.070681889,3,0,1.632993162,2.754887502,2.754887502,0.21,3.21,2.21,2.21,2.707106781,1.194461054,1.95039,1.414213562,0.3086067,0.9258201,0.062994079,0.188982237,0,0,0,0,-1.3078,0.6865,67.451,66.95868192,3,67.451,0,2,1,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.96,21.7667366,4.658994417,0,0,0,0,0,0,0,0,4.658994417,0,0,0,11.32508673,20.64307556,0,0,0,0,0,0,0,0,0,4.658994417,0,4.658994417,11.32508673,0,0,0,0,0,0,0,0,11.32508673,0,0,0,0,0,0,0,9.317988835,0,0,0,0,0,0,0,0,0,16.47222222,0,-0.416666667,0,4.20462667,23.99709521,28.20172188,0.149091133,0.850908867,0.646611786,0.202374416,0.988823459,0.619411099,0,1,0,2,0,1
10622,"chlorine, liquid//[RoW] chlorine production, liquid",ClCl,ClCl,0.0056636,2,0,1,0,2,0.58,2.58,1.58,0.304137931,2,0.755928946,2.267786838,1,0.142857143,1.285714286,0,0,0,0,0,0,1.379,11.706,70.906,69.93770536,2,70.906,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.57062952,0,0,0,0,0,0,0,21.71003158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.71003158,0,0,0,0,0,0,0,0,0,0,0,21.71003158,0,0,0,0,0,0,0,21.71003158,0,0,0,0,0,0,0,0,0,0,0,0,8.222222222,0,0,17.7265,17.7265,0,1,0.5,0,1,1,0,0,0,0,0,0
11206,chloroacetic acid//[RoW] chloroacetic acid production,C(C(=O)O)Cl,O=C(O)CCl,0.013087156,5,3,2.847378923,42.91260938,9.651484454,-0.24,4.76,2.025957447,3.76,4.28445705,2.44053314,3.196462086,2.27005561,1.048545575,1.583068059,0.527369164,0.794630406,0.114315903,0.342947709,0,0,0.3098,18.3558,94.497,93.98215702,5,91.473,1,2,1,1,3,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,37.3,34.36321522,5.106527395,4.794537184,0,0,11.60093989,0,0,0,0,5.880003445,0,0,0,5.969305288,9.901064579,0,0,0,0,5.880003445,0,0,0,17.57024518,0,16.95583613,4.794537184,0,0,0,0,0,0,0,0,11.60093989,5.969305288,5.880003445,0,0,0,0,0,0,16.70746729,4.794537184,0,0,0,0,0,0,0,0,0,15.54089506,4.736882716,0,22.95484766,90.65327193,113.6081196,0.202052879,0.797947121,1.114443933,0.034761595,0.979374614,0.51631746,0,1,1,2,1,0
11207,chloroacetyl chloride//[RoW] chloroacetyl chloride production,C(C(=O)Cl)Cl,O=C(Cl)CCl,0.029757669,5,2,2.847378923,42.91260938,9.651484454,0.25,5.25,2.485294118,4.25,4.28445705,2.371284018,3.88314191,2.27005561,1.013921014,1.926407971,0.488750484,1.177576318,0.1050621,0.618232063,0,0,0.9906,21.58,112.943,111.94827,5,110.927,0,1,1,0,3,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,17.07,39.8722477,0,4.794537184,0,0,11.60093989,0,11.60093989,0,5.880003445,0,0,5.242426768,0,0,4.794537184,0,0,0,0,5.880003445,0,0,0,28.44430655,0,11.12243021,4.794537184,0,0,0,0,0,0,0,0,23.20187978,5.242426768,5.880003445,0,0,0,0,0,0,23.20187978,4.794537184,0,0,0,0,0,0,0,0,0,8.842592593,9.546296296,0,25.64979089,128.4035116,154.0533025,0.166499455,0.833500545,1.178465499,0.032495413,0.986041547,0.583667841,0,1,0,1,0,0
